,store_number,city,sale_total_16q1,sale_mean_16q1,county_number,price_per_liter_mean_16q1,zip,vol_sol_l_sum_16q1,vol_sold_l_mean_16q1,margin_mean_16q1,margin_sum_16q1
44,2529,CEDAR RAPIDS,84940.69,68.1706982343,57,15.092497898,52405,8170.16,6.55711075441,22.8758186196,28503.27
45,2532,DES MOINES,115993.15,114.95852329,77,15.3210064184,50317,9126.72,9.04531219029,38.3827948464,38728.24
46,2535,WEST DES MOINES,125207.35,113.41245471,77,17.9845582082,50265,9454.93,8.56424818841,37.8504891304,41786.94
47,2536,PLEASANT HILL,161300.14,114.478452803,77,20.0790470108,50317,11266.06,7.99578424414,38.1913697658,53811.64
48,2538,WATERLOO,164939.85,82.8011295181,7,19.5533522252,50702,11583.26,5.81488955823,27.6650150602,55108.71
49,2539,IOWA FALLS,147632.84,139.936341232,42,18.7528812909,50126,10741.94,10.1819336493,46.8207677725,49395.91
50,2543,OTTUWMA,168603.49,96.9542783209,90,19.1019910868,52501,11540.24,6.63613571018,32.4246233468,56386.42
51,2544,MARSHALLTOWN,342772.02,152.410858159,64,17.8127011476,50158,22956.7,10.2075144509,50.9209604269,114521.24
52,2545,IOWA CITY,102829.3,64.3487484355,52,20.7162866863,52245,6689.98,4.18647058824,21.4615269086,34295.52
53,2548,ALTOONA,216415.08,138.284396166,77,17.4490820782,50009,16483.76,10.5327539936,46.2550990415,72389.23
54,2549,INDIANOLA,174492.82,146.509504618,91,16.9619865259,50125,12336.99,10.3585138539,48.9030142737,58243.49
55,2550,OSCEOLA,41213.34,66.2593890675,20,15.0955734191,50213,3094.75,4.97548231511,22.1213987138,13759.51
56,2551,CHARITON,91213.98,108.073436019,59,16.8366476247,50049,7342.96,8.70018957346,36.2568009479,30600.74
57,2552,CEDAR RAPIDS,256707.1,115.477777778,57,18.255058426,52404,18274.7,8.22073774179,38.5740395861,85750.09
58,2553,CRESTON,75866.02,111.240498534,88,16.4785400084,50801,5415.3,7.94032258065,37.1552785924,25339.9
59,2554,DAVENPORT,50434.54,108.929892009,82,12.2606551476,52802,4523.9,9.77084233261,36.3479049676,16829.08
60,2555,KEOKUK,141712.31,148.234633891,56,18.1814993026,52632,9992.34,10.4522384937,49.439748954,47264.4
61,2556,ESTHERVILLE,91203.94,78.1524764353,32,17.1617386869,51334,7098.35,6.08256212511,26.1518337618,30519.19
62,2558,MOUNT PLEASANT,156730.02,154.566094675,44,18.235474899,52641,10630.44,10.4836686391,51.7367159763,52461.03
63,2559,ALBIA,24206.67,92.391870229,68,15.7753053435,52531,1981.0,7.56106870229,30.9138931298,8099.44
64,2560,MARION,218335.21,119.243697433,57,18.5093522275,52302,15107.83,8.25113599126,39.8275696341,72924.28
65,2561,DES MOINES,325127.17,128.002822835,77,20.5214538875,50321,20383.73,8.02509055118,42.6979488189,108452.79
66,2562,FORT DODGE,94229.41,183.683060429,94,13.9619298246,50501,8225.5,16.0341130604,61.6089668616,31605.4
67,2564,WATERLOO,117784.92,142.080723764,7,15.9055069217,50701,8957.6,10.8053075995,47.579119421,39443.09
68,2565,SPENCER,166847.54,61.6355892132,21,18.1457617816,51301,12674.7,4.68219431105,20.6288178796,55842.21
69,2566,KNOXVILLE,73117.79,98.6744804318,63,17.1419804318,50138,5305.7,7.16018893387,32.9127935223,24388.38
70,2567,DAVENPORT,100545.74,58.051812933,82,15.4849183438,52806,8199.97,4.73439376443,19.3967263279,33595.13
71,2568,CEDAR RAPIDS,68966.63,85.7793905473,57,15.3779661218,52402,6056.89,7.53344527363,28.6316044776,23019.81
72,2569,CEDAR RAPIDS,96059.65,63.9119427811,57,16.5331383265,52402,7027.46,4.67562208916,21.3394145043,32073.14
73,2571,WATERLOO,211600.93,176.48117598,7,18.3828385758,50703,15708.2,13.1010842369,58.9386488741,70667.44
74,2572,CEDAR FALLS,234774.87,63.8322104405,7,18.8536299814,50613,16309.08,4.43422512235,21.3470799347,78514.56
75,2573,MUSCATINE,268226.7,127.001278409,70,20.0810748106,52761,19055.91,9.02268465909,42.4370265152,89627.0
76,2575,WATERLOO,58122.85,115.552385686,7,15.5579522863,50702,4708.6,9.36103379722,38.6078926441,19419.77
77,2576,STORM LAKE,106662.37,63.984625075,11,17.8735587168,50588,8009.46,4.80471505699,21.4427774445,35745.11
78,2578,CHARLES CITY,147781.41,153.778782518,34,16.1004184629,50616,11238.18,11.6942559834,51.4140998959,49408.95
79,2579,GRINNELL,67514.95,79.8049054374,79,16.7346605876,50112,4585.03,5.4196572104,26.6376004728,22535.41
80,2582,MASON CITY,170466.11,122.373374013,17,18.2510230575,50401,13191.99,9.47020100503,40.8970423546,56969.58
81,2584,FORT MADISON,94158.15,115.531472393,56,20.4168401987,52627,6446.21,7.9094601227,38.5492760736,31417.66
82,2585,ALGONA,139676.38,112.824216478,55,17.4843038888,50511,10784.84,8.71150242326,37.7662116317,46754.57
83,2587,JOHNSTON,167692.5,57.4880013713,77,19.5386560269,50131,11528.2,3.95207404868,19.2096674666,56034.6
84,2588,CEDAR RAPIDS,180371.58,124.738298755,57,20.1202661694,52403,11781.52,8.14766251729,41.6309128631,60198.3
85,2590,CEDAR RAPIDS,298889.32,110.372717873,57,19.4328441303,52402,19083.9,7.04723042836,36.8473522895,99782.63
86,2591,ATLANTIC,133868.58,114.613510274,15,17.6031684198,50022,9970.7,8.53655821918,38.3678767123,44813.68
87,2592,MARSHALLTOWN,39138.81,87.1688418708,64,14.5958521582,50158,4163.65,9.27316258352,29.4287750557,13213.52
88,2593,CARROLL,343447.68,196.931009174,14,18.180489911,51401,23204.3,13.3052178899,65.6891571101,114561.89
89,2594,SIOUX CITY,191091.14,116.447982937,97,18.3894900757,51106,12382.81,7.54589274832,38.8774466789,63797.89
90,2595,DENISON,184729.87,147.783896,24,18.4908361905,51442,14200.37,11.360296,49.644264,62055.33
91,2596,OTTUMWA,37179.58,44.1562707838,90,15.4010003111,52501,3068.87,3.64473871734,14.7405938242,12411.58
92,2597,CHEROKEE,40160.26,120.240299401,18,16.0916937553,51012,3157.4,9.45329341317,40.3059281437,13462.18
93,2600,OSKALOOSA,40970.96,99.9291707317,62,15.8083507549,52577,3338.9,8.14365853659,33.3680487805,13680.9
94,2601,FAIRFIELD,135871.39,132.17061284,51,19.3037015935,52556,9594.31,9.33298638132,44.1782003891,45415.19
95,2602,WEBSTER CITY,92843.04,73.2778531965,40,17.4532350509,50595,6989.53,5.51659826361,24.5609629045,31118.74
96,2603,BETTENDORF,295483.47,107.565879141,82,21.3054889511,52722,19081.6,6.94634146341,35.8893738624,98588.11
97,2604,LEMARS,130377.49,79.3050425791,75,18.4865673155,51031,9815.45,5.97046836983,26.496593674,43560.4
98,2605,CEDAR RAPIDS,192747.83,120.920846926,57,18.3786759873,52402,15037.04,9.43352572146,40.4371769134,64456.86
99,2606,HUMBOLDT,103958.63,113.244694989,46,16.7725272331,50548,8314.57,9.05726579521,37.9489869281,34837.17
100,2607,SHENANDOAH,106452.13,110.887635417,73,17.6093686756,51601,7668.67,7.98819791667,36.9901041667,35510.5
101,2609,AMES,12380.85,49.9227822581,85,16.5078393817,50010,955.7,3.85362903226,16.6877419355,4138.56
102,2611,OTTUMWA,94010.77,104.922734375,90,18.4200444366,52501,6964.71,7.77311383929,35.03328125,31389.82
103,2612,PERRY,51773.27,74.3868821839,25,15.2391030378,50220,4478.05,6.43397988506,25.0310344828,17421.6
104,2613,COUNCIL BLUFFS,242057.36,112.847254079,78,18.511988234,51501,16639.3,7.75724941725,37.6615291375,80783.98
105,2614,DAVENPORT,392226.28,150.335868149,82,19.5164792112,52807,25905.13,9.9291414335,50.1447987735,130827.78
106,2616,CLINTON,369424.59,155.416318889,23,18.7072943086,52732,25729.79,10.8244804375,51.8419310055,123228.27
107,2618,CEDAR RAPIDS,73141.35,94.8655642023,57,16.3962843555,52402,6630.59,8.59998702983,31.7605447471,24487.38
108,2619,WEST DES MOINES,292690.86,126.486974935,77,20.8179366741,50266,18457.19,7.97631374244,42.2119706137,97678.5
109,2620,WINDSOR HEIGHTS,172189.31,77.8784758028,77,20.3545359325,50311,11164.93,5.0497195839,25.9813071009,57444.67
110,2621,SIOUX CITY,211032.4,125.241780415,97,18.9296821393,51105,14669.2,8.70575667656,41.7988486647,70431.06
111,2622,IOWA CITY,171119.44,131.630338462,52,20.2971547619,52240,10901.02,8.3854,43.9400230769,57122.03
112,2623,SIOUX CITY,201433.01,86.082482906,97,19.4624356939,51104,13483.21,5.76205555556,28.7160854701,67195.64
113,2624,DUBUQUE,200599.95,136.555445882,31,19.9192864436,52002,14135.93,9.62282505106,45.620483322,67016.49
114,2625,DAVENPORT,476439.16,214.708949977,82,18.4813708449,52804,30031.65,13.5338666066,71.6002118071,158880.87
115,2626,DES MOINES,215106.77,107.28517207,77,19.5341802512,50311,14599.12,7.28135660848,35.7999850374,71778.97
116,2627,DES MOINES,204808.54,111.248527974,77,18.6831526603,50310,13247.52,7.19582835416,37.1231178707,68343.66
117,2628,ELDORA,37858.67,116.488215385,42,13.2010095238,50627,3275.75,10.0792307692,38.9415384615,12656.0
118,2629,COUNCIL BLUFFS,382790.84,149.352649239,78,19.4896810586,51503,23250.99,9.0717869684,49.8173936793,127681.98
119,2630,WEST DES MOINES,58332.41,159.814821918,77,16.822035225,50266,4291.25,11.7568493151,53.3914794521,19487.89
120,2633,DES MOINES,2443253.18,506.059067937,77,20.9142197301,50320,145604.25,30.1582953604,168.765896852,814801.75
121,2635,DAVENPORT,209066.17,131.240533584,82,21.3465630138,52807,12810.2,8.04155681105,43.7843126177,69748.41
122,2636,DES MOINES,137697.56,153.167474972,77,17.1512940304,50317,9176.83,10.2078197998,51.0928476085,45932.47
123,2637,DAVENPORT,129489.89,132.81014359,82,16.317529304,52804,10279.86,10.5434461538,44.3425538462,43233.99
124,2641,COUNCIL BLUFFS,72810.95,90.2242255266,78,15.5392169706,51501,5831.69,7.22638166047,30.0952292441,24286.85
125,2642,PELLA,158368.58,120.067156937,63,18.4771494458,50219,9980.76,7.56691432904,40.0678847612,52849.54
126,2643,WATERLOO,153305.98,86.8097281993,7,21.3009888502,50701,8752.97,4.95638165345,28.9778029445,51174.8
127,2644,FORT DODGE,289199.43,198.899195323,94,18.5510767872,50501,19901.25,13.6872420908,66.4516162311,96620.65
128,2647,CEDAR RAPIDS,241311.79,110.744281781,57,20.3769586675,52411,15106.65,6.93283616338,36.9654703993,80547.76
129,2648,WEST DES MOINES,343060.63,124.207324403,77,22.5962600933,50265,20591.69,7.45535481535,41.4369406227,114448.83
130,2649,DUBUQUE,128500.31,75.7220447849,31,17.2222001712,52001,9796.14,5.7726222746,25.293730112,42923.46
131,2650,HARLAN,79554.12,116.307192982,83,18.3979188332,51537,5764.88,8.4281871345,38.9016959064,26608.76
132,2651,WAVERLY,191155.87,98.737536157,9,19.1924591357,50677,14866.51,7.67898243802,33.0216683884,63929.95
133,2652,MASON CITY,111207.97,104.814297832,17,16.8522216238,50401,8992.88,8.4758529689,34.9889820924,37123.31
134,2653,WASHINGTON,83399.61,91.9510584344,92,18.8987171208,52353,6392.81,7.04830209482,30.8965931643,28023.21
135,2655,CLARINDA,25290.33,100.758286853,73,14.3918687156,51632,2068.74,8.24199203187,33.6408366534,8443.85
136,2656,CORNING,20962.08,58.7173109244,22,16.9628641457,51632,1484.35,4.15784313725,19.6382352941,7010.85
137,2657,BEDFORD,15307.3,39.9668407311,87,16.4410680094,50833,1226.45,3.20221932115,13.3438381201,5110.69
138,2658,MOUNT AYR,10464.02,107.876494845,80,13.5836008837,50854,880.15,9.07371134021,36.2415463918,3515.43
139,2660,SIOUX CENTER,52246.46,79.7655877863,84,16.971392948,51250,3488.0,5.32519083969,26.6501374046,17455.84
140,2661,SHELDON,75566.37,82.6765536105,71,16.3907528394,51201,6126.15,6.70257111597,27.6234682713,25247.85
141,2662,MUSCATINE,103585.1,86.2490424646,70,17.8317877959,52761,7647.35,6.36748542881,28.785570358,34571.47
142,2663,URBANDALE,276396.86,163.74221564,77,19.9653765301,50322,17547.96,10.3957109005,54.6394075829,92231.32
143,2665,WAUKEE,305851.47,153.385892678,25,20.60628225,50263,17677.72,8.86545636911,51.1939819458,102080.8
144,2666,ANKENY,260453.94,104.181576,77,23.1129550903,50023,15838.73,6.335492,34.77544,86938.6
145,2667,SIOUX CITY,30441.76,61.9995112016,97,15.9636058578,51104,2442.2,4.97393075356,20.7093482688,10168.29
146,2668,LEON,10564.6,72.8593103448,27,15.7514220033,50144,779.25,5.37413793103,24.3531034483,3531.2
147,2669,CORYDON,19357.49,76.2105905512,93,14.4844263217,50060,1563.15,6.15413385827,25.5230708661,6482.86
148,2670,CORALVILLE,613414.14,193.750518004,52,19.4061335845,52241,36970.45,11.6773373342,64.6371604548,204641.25
149,2806,CLINTON,78706.47,100.905730769,23,14.8760839438,52732,6450.0,8.26923076923,33.6843974359,26273.83
150,2835,CEDAR FALLS,22675.76,98.5902608696,7,15.789378882,50613,1840.5,8.00217391304,32.9356956522,7575.21
151,2836,WATERLOO,4566.74,42.2846296296,7,17.9262081129,50703,356.74,3.30314814815,14.1012962963,1522.94
152,2837,WATERLOO,14050.14,96.2338356164,7,14.343444227,50702,1269.01,8.69184931507,32.2634246575,4710.46
153,2838,DAVENPORT,11883.3,112.106603774,82,16.7177133872,52806,1005.75,9.48820754717,37.4193396226,3966.45
154,2839,DAVENPORT,11597.18,124.700860215,82,15.0867844342,52804,939.75,10.1048387097,41.5907526882,3867.94
155,2840,BETTENDORF,23801.1,81.7907216495,82,17.8898903616,52722,2457.75,8.44587628866,27.2887628866,7941.03
156,2841,CEDAR RAPIDS,22824.14,110.796796117,57,15.7287055016,52403,1893.36,9.19106796117,37.0368446602,7629.59
157,2843,CEDAR RAPIDS,18957.2,46.9237623762,57,15.5255083098,52402,1628.26,4.03034653465,15.6703217822,6330.81
158,2844,IOWA CITY,19832.94,107.205081081,52,13.6755546976,52240,1812.25,9.79594594595,35.7875675676,6620.7
159,2845,COUNCIL BLUFFS,4258.14,152.076428571,78,16.8155782313,51503,280.5,10.0178571429,50.7085714286,1419.84
160,2846,CEDAR RAPIDS,17116.11,67.6526086957,57,16.6683154527,52404,1330.86,5.26031620553,22.5780632411,5712.25
161,2847,MARION,7499.47,74.9947,57,17.1616,52302,595.24,5.9524,25.0511,2505.11
162,2848,ANKENY,11367.4,113.674,77,16.5856428571,50023,820.0,8.2,37.9135,3791.35
163,2849,DES MOINES,8041.09,83.7613541667,77,19.0949702381,50320,530.62,5.52729166667,27.9289583333,2681.18
164,2850,DES MOINES,11966.94,77.2060645161,77,15.9344946237,50313,936.25,6.04032258065,25.7448387097,3990.45
165,2851,FORT DODGE,12707.72,102.481612903,94,14.36109447,50501,1046.63,8.44056451613,34.1838709677,4238.8
166,2852,DES MOINES,22130.31,106.395721154,77,17.0189262821,50310,1632.12,7.84673076923,35.5372596154,7391.75
167,3013,BLOOMFIELD,20817.32,55.6612834225,26,14.3946409473,52537,1716.25,4.58890374332,18.5771657754,6947.86
168,3041,COLFAX,16786.98,56.332147651,50,12.7755784596,50054,1669.6,5.60268456376,18.8218456376,5608.91
169,3045,BRITT,19203.82,76.5092430279,41,12.4539840637,50423,2044.25,8.14442231076,25.6149003984,6429.34
170,3054,GRINNELL,25302.92,57.1172009029,79,22.0838226916,50112,1511.08,3.41101580135,19.0553950339,8441.54
171,3056,CLARION,18650.96,72.5718287938,99,14.9293274041,50525,1511.75,5.88229571984,24.2175875486,6223.92
172,3065,MONTEZUMA,14626.29,62.5055128205,79,14.1457997558,50171,1189.25,5.08226495726,20.8806410256,4886.07
173,3162,MUSCATINE,46323.73,83.4661801802,70,13.2216585157,52761,4243.75,7.6463963964,27.8647567568,15464.94
174,3354,DAVENPORT,535381.86,624.716289382,82,19.203002167,52807,36597.0,42.7036172695,208.544737456,178722.84
175,3385,CEDAR RAPIDS,812011.78,659.100470779,57,18.55629329,52402,57201.0,46.4293831169,220.148319805,271222.73
176,3390,MILFORD,206247.57,141.265458904,30,18.0231714775,51351,14674.91,10.0513082192,47.137239726,68820.37
177,3393,RICEVILLE,6402.78,79.0466666667,66,13.9597178131,50466,608.25,7.50925925926,26.3974074074,2138.19
178,3400,DES MOINES,100765.67,141.128389356,77,16.7481432573,50317,6516.25,9.12640056022,47.0954481793,33626.15
179,3403,COLUMBUS JUNCTION,20098.61,42.8541791045,58,17.6495786374,52738,1391.42,2.9667803838,14.2991044776,6706.28
180,3417,MARENGO,68230.36,74.4060632497,48,13.7745371813,52301,5943.07,6.48099236641,24.9602071974,22888.51
181,3420,WINDSOR HEIGHTS,596063.0,791.584329349,77,18.9769164611,50311,41907.0,55.6533864542,264.605232404,199247.74
182,3443,COUNCIL BLUFFS,87471.43,101.474976798,78,14.8432169097,51503,7670.14,8.89807424594,33.8765893271,29201.62
183,3447,SIOUX CITY,431990.7,658.522408537,97,17.6784494774,51106,29519.0,44.9984756098,220.012652439,144328.3
184,3456,CLEAR LAKE,136717.57,77.768811149,17,17.6405991657,50428,9796.19,5.57234926052,25.9512514221,45622.3
185,3461,STUART,30008.81,74.6487810945,1,15.578724236,50250,2542.92,6.32567164179,24.9642537313,10035.63
186,3465,PANORA,19420.34,72.1945724907,39,16.3877181802,50216,1574.37,5.85267657993,24.1483271375,6495.9
187,3477,COUNCIL BLUFFS,274752.6,515.483302064,78,16.2572697221,51501,19545.0,36.669793621,172.214634146,91790.4
188,3484,MARCUS,10315.35,64.8764150943,18,14.2991554358,51035,854.0,5.37106918239,21.6883018868,3448.44
189,3488,BELLEVUE,45252.42,131.166434783,49,14.9848750863,52031,3317.25,9.6152173913,43.7775072464,15103.24
190,3494,WATERLOO,433832.28,618.876291013,7,16.6003539162,50702,32578.5,46.4743223966,207.113409415,145186.5
191,3495,MONTICELLO,74215.43,34.5992680653,53,15.3632723943,52310,5843.03,2.72402331002,11.5569324009,24789.62
192,3514,FORT DODGE,78137.29,114.235804094,94,18.2768501114,50501,5208.98,7.61546783626,38.123874269,26076.73
193,3521,COUNCIL BLUFFS,83915.72,282.544511785,78,21.1632483566,51501,4002.25,13.4755892256,94.2069360269,27979.46
194,3524,AMES,372240.72,570.04704441,85,17.5432625975,50010,30112.5,46.1140888208,190.920918836,124671.36
195,3525,WASHINGTON,148021.9,149.971529889,92,18.1682095817,52353,9726.04,9.85414387031,50.0587841945,49408.02
196,3528,MASON CITY,31184.18,161.576062176,17,17.6757223045,50401,1863.6,9.65595854922,53.8810362694,10399.04
197,3540,DAVENPORT,33324.36,133.832771084,82,19.8957114171,52807,1847.92,7.42136546185,44.6338955823,11113.84
198,3542,ST ANSGAR,32079.13,96.0452994012,66,16.4319746222,50472,2531.25,7.57859281437,32.0687724551,10710.97
199,3549,FORT MADISON,55310.51,134.575450122,56,21.5594797822,52627,4073.61,9.91145985401,45.2892214112,18613.87
200,3562,WEST BURLINGTON,127668.48,148.107285383,29,13.6144553088,52655,10161.0,11.7877030162,49.4500928074,42625.98
201,3563,MUSCATINE,91300.44,158.783373913,70,14.4331246377,52761,6915.0,12.0260869565,53.0001043478,30475.06
202,3565,IOWA CITY,38515.52,67.3348251748,52,19.1472835498,52246,2834.88,4.95608391608,22.5676048951,12908.67
203,3573,OTTUMWA,147785.61,123.154675,90,18.196481746,52501,9472.35,7.893625,41.070275,49284.33
204,3576,HARTLEY,15796.13,64.474,71,14.6036948494,51346,1324.94,5.40791836735,21.5145714286,5271.07
205,3582,LEON,6722.74,115.909310345,27,14.7972824302,50144,473.3,8.16034482759,38.7381034483,2246.81
206,3584,OELWEIN,60617.59,139.99443418,33,16.1005699439,50662,4905.78,11.3297459584,46.9389145497,20324.55
207,3587,KEOKUK,7302.12,97.3616,56,10.1107047619,52632,757.5,10.1,32.4976,2437.32
208,3592,FORT DODGE,109979.22,143.388813559,42,12.7207133544,50501,9464.5,12.3396349413,47.9200782269,36754.7
209,3606,GRUNDY CENTER,21199.06,97.6915207373,38,16.1966644722,50638,1592.0,7.33640552995,32.5830414747,7070.52
210,3611,LOGAN,15504.12,106.924965517,43,11.8344039409,51546,1386.0,9.55862068966,35.8369655172,5196.36
211,3612,MAQUOKETA,136380.07,66.2682555879,49,16.1461151025,52060,10052.28,4.88448979592,22.1139358601,45510.48
212,3618,CEDAR RAPIDS,125218.08,173.432243767,57,13.9842527371,52404,10359.0,14.3476454294,57.9177839335,41816.64
213,3621,SHELDON,68754.57,76.9066778523,71,17.1530504954,51201,5454.76,6.1015212528,25.708098434,22983.04
214,3622,SPIRIT LAKE,73134.24,188.005758355,30,14.3920308483,51360,5854.5,15.0501285347,62.8548586118,24450.54
215,3624,NEWTON,34041.84,153.341621622,50,13.7889360789,50208,2826.0,12.7297297297,51.2386486486,11374.98
216,3625,ANKENY,97715.76,152.919812207,77,14.1274312542,50021,7636.5,11.9507042254,51.0202816901,32601.96
217,3626,SPENCER,68622.84,152.157073171,21,13.3586970753,51301,5845.5,12.9611973392,50.8507317073,22933.68
218,3628,CEDAR RAPIDS,89141.64,155.842027972,57,13.8876956377,52402,7152.0,12.5034965035,52.0305944056,29761.5
219,3629,COUNCIL BLUFFS,98603.1,145.218114875,78,14.6252107441,51503,7287.0,10.7319587629,48.4502209131,32897.7
220,3632,DUBUQUE,53043.24,145.323945205,31,13.5894416177,52003,4159.5,11.395890411,48.5804383562,17731.86
221,3635,OGDEN,13966.1,60.4593073593,8,14.2973263245,50212,1170.49,5.06705627706,20.2368831169,4674.72
222,3644,ALTOONA,136706.4,156.057534247,77,14.3080202218,50009,10650.0,12.1575342466,52.1091780822,45647.64
223,3645,WINDSOR HEIGHTS,59505.06,138.383860465,77,13.4352602436,50311,4890.0,11.3720930233,46.1757209302,19855.56
224,3647,CLINTON,82557.48,154.025149254,23,13.7485554371,52732,6729.0,12.5541044776,51.4179850746,27560.04
225,3648,FAIRBANK,8020.24,50.1265,10,16.8231428571,50629,691.5,4.321875,16.892625,2702.82
226,3650,HOLSTEIN,57766.18,91.6923492063,47,16.862446901,51025,3985.23,6.32576190476,30.6031904762,19280.01
227,3651,INDIANOLA,37939.14,145.360689655,91,13.8264039409,50125,2907.0,11.1379310345,48.5225287356,12664.38
228,3652,IDA GROVE,8548.12,137.872903226,47,16.4728494624,51445,535.0,8.62903225806,45.9717741935,2850.25
229,3654,BELMOND,21862.64,122.823820225,99,15.6000695559,50421,1729.25,9.71488764045,40.9755617978,7293.65
